Unnamed: 0,text,true_label,pred_label,num_words
754,"“No, I haven't seen any beetles, but I'll help you find some,” said Peter Rabbit. So he turned about and hopped ahead of Jimmy Skunk up the Crooked Little Path.",0,0,30
755,"At a quarter of nine every weekday morning Aunt Frances dropped whatever else she was doing, took Elizabeth Ann’s little, thin, white hand protectingly in hers, and led her through the busy streets to the big brick school-building where the little girl had always gone to school. It was four stories high, and when all the classes were in session there were six hundred children under that one roof. You can imagine, perhaps, the noise there was on the playground just before school! Elizabeth Ann shrank from it with all her soul, and clung more tightly than ever to Aunt Frances’s hand as she was led along through the crowded, shrieking masses of children. Oh, how glad she was that she had Aunt Frances there to take care of her, though as a matter of fact nobody noticed the little thin girl at all, and her very own classmates would hardly have known whether she came to school or not. Aunt Frances took her safely through the ordeal of the playground, then up the long, broad stairs, and pigeonholed her carefully in her own schoolroom. She was in the third grade,—3A, you understand, which is almost the fourth.",0,0,198
756,"“And now, sir,” continued the doctor, “since I now know there’s such a fellow in my district, you may count I’ll have an eye upon you day and night. I’m not a doctor only; I’m a magistrate; and if I catch a breath of complaint against you, if it’s only for a piece of incivility like tonight’s, I’ll take effectual means to have you hunted down and routed out of this. Let that suffice.”",1,2,74
757,"Marmeladov struck his forehead with his fist, clenched his teeth, closed his eyes and leaned heavily with his elbow on the table. But a minute later his face suddenly changed and with a certain assumed slyness and affectation of bravado, he glanced at Raskolnikov, laughed and said: ‘This morning I went to see Sonia, I went to ask her for a pick-me-up! He-he-he!’",2,2,63
758,"“I must allow for his impatience,” Mrs. Touchett answered. Ralph knew what to think of his father’s impatience; but, making no rejoinder, he offered his mother his arm. This put it in his power, as they descended together, to stop her a moment on the middle landing of the staircase—the broad, low, wide-armed staircase of time-blackened oak which was one of the most striking features of Gardencourt. “You’ve no plan of marrying her?” he smiled.",1,1,75
759,"The lantern rested on the floor behind him, and as the struggling men swung toward him, Stas, shot with a brilliant idea, worked a leg loose and kicked the lantern over. As it fell the door swung open and the candle went out. Almost instantly, however, the ruffians closed their grip upon him and hustled him to the door.",1,2,59
760,"The boar-pig had drawn nearer to the gate for a closer inspection of the human intruders, and stood champing his jaws and blinking his small red eyes in a manner that was doubtless intended to be disconcerting, and, as far as the Stossens were concerned, thoroughly achieved that result.",1,1,49
761,"The second play called for a pass. Fading back, he picked up a decent block and cocked his arm, searching for a receiver--- maybe the tall kid they called The Goober. Suddenly, he was caught from behind and whirled violently, a toy boat caught in a whirlpool. Landing on his knees, hugging the ball, he urged himself to ignore the pain that gripped his groin, knowing that it was important to betray no sign of distress, remembering The Goober's advice; ""Coach is testing you, testing, and he's looking for guts.""",2,2,90
762,"I do not surrender my treasures, nor do I share them. The fortune of my spirit is not to be blown into coins of brass and flung to the winds as alms for the poor of the spirit. I guard my treasures: my thought, my will, my freedom. And the greatest of these is freedom.",1,1,55
763,"When he had enough wool to make a coat, the farmer showed Anna how to card the wool. ""It's like untangling the knots in your hair,"" he told Anna.",0,0,29
764,"“Go back to that white man at once,” she yelled, “and tell him you’re sorry. And take all the other empty-headed lions with you—and those stupid leopards and antelopes. Then do everything the Doctor tells you. Work like niggers! And perhaps he will be kind enough to come and see the cub later. Now be off!—Hurry, I tell you! You’re not fit to be a father!”",1,1,66
765,"“I want to welcome the prettiest, smartest bunch of young ladies our staff has yet had the good luck to meet,” the plump, bald masterof-ceremonies wheezed into his lapel microphone. “This banquet is just a small sample of the hospitality our Food Testing Kitchens here on Ladies’ Day would like to offer in appreciation for your visit.” A delicate, ladylike spatter of applause, and we all sat down at the enormous linen-draped table.",2,1,73
766,"“Perhaps I was not,” she answered, putting a hand to her head. “Begin again, and let me look at something else. Stay! Now tell me.”",2,2,25
